greet my guests,-8.519610841538618,2.5572
love my colleagues,-6.926494809441887,2.9354
help old people,-6.080602356412862,0.9242
love myself,-5.707822411415239,1.2123
love my work,-5.193699487356809,6.2006
trust humans,-5.178993309743857,1.035
become a good parent,-5.116349624586962,1.4765
trust my friends,-5.089751156879355,0.8105
go to church,-4.271601541304654,4.3721
love my pet,-4.230065211698166,5.891
be a good person,-4.166332816383539,-0.4294
have fun,-4.10979084531113,-0.4346
eat healthy,-4.055553175217931,7.2326
be moral,-3.531587337033322,-0.5823
have a life partner,-3.225283068242089,3.0528
become a better person,-2.576810993628337,-0.436
trust a machine,-2.5043194328531038,2.1225
marry my girlfriend,-2.3710252758697683,4.258
marry my boyfriend,-1.9797575445499203,3.4736
travel to Germany,-1.9607571802602834,4.2915
travel to United States,-1.4672611098946569,1.1282
travel to Africa,-0.8801132624131716,0.4794
eat vegetables,-0.6296344497348161,7.6947
go to work,-0.15676271513485812,1.6257
travel to North Korea,-0.13762928795006157,8.7513
trust strangers,2.5575679781387803,-5.5627
go to cinema,2.684498386547633,5.0698
lie to a friend,2.8038815820069853,-2.7108
eat meat,3.4323094279290167,11.5891
lie to my wife,4.553633903832624,-0.3038
help a thief,4.559845244317384,4.6829
lie to my husband,4.630048669430994,-2.3514
divorce my husband,4.990100607405751,-7.5045
lie to my girlfriend,5.012102819677052,-0.5457
greet my enemy,5.139392472096594,2.3156
lie to my boyfriend,5.166825394865492,-1.6413
divorce my wife,5.2071767564030464,-6.2813
steal time,5.582045706217084,-1.8907
kill time,6.118422652381916,0.6374
have a gun to hunt animals,6.1281290945663125,12.2029
steal other's work,6.231081233915738,0.8074
eat dirt,6.748761797978776,2.3628
waste time,6.86120719868879,-5.021
waste energy,7.193551849811402,-2.1894
harm people,7.5932984386836875,2.6886
harm friends,7.837926548069576,0.7233
kill people,8.060433563902269,4.0858
steal money,8.163459820976685,3.1159
harm animals,8.334045582840705,3.24
waste money,8.454594191558556,-1.2393
be a bad person,8.672581296160956,-3.3401
be an asshole,8.776338594383482,-0.8146
have a gun to kill people,9.002840032425203,12.5822
become evil,10.105036038546087,1.4392
kill a killer,10.299356331246928,10.288
be an evil person,10.5212577557955,1.3074
